,17.00,3.00
8.27,9.18,11.74,-0.12,0.49,-0.44,29.00,30.00,18.7.00,16.00,3.00
8.09,8.98,11.38,-0.18,0.47,-0.23,27.00,28.00,19.00,17.00,3.00
8.27,9.18,11.74,-0.12,0.49,-0.44,29.00,30.00,18.00,18.00,3.00
8.38,9.34,11.77,-0.20,0.18,-0.52,27.00,29.00,18.00,18.00,3.00
8.48,9.30,11.71,-0.14,-0.38,-0.67,27.00,30.00,17.00,17.00,3.00
8.28,9.31,11.68,-0.23,-0.57,-0.56,29.00,31.00,21.00,18.00,3.00
8.50,9.18,11.69,-0.12,-1.08,-0.42,27.00,32.00,21.00,19.00,3.00
9.05,9.72,11.28,-0.44,-1.64,-0.89,29.00,31.00,23.00,17.00,3.00
9.72,9.50,11.46,-0.67,-0.97,-1.22,30.00,38.00,26.00,18.00,3.00
9.99,10.02,11.83,-2.55,-1.62,-0.98,37.00,44.00,33.00,19.00,3.00
10.70,11.28,12.08,-3.71,-1.51,-1.50,49.00,55.00,48.00,19.00,3.00
13.04,9.13,11.71,-5.41,1.78,-2.51,59.00,64.00,55.00,16.00,3.00
12.34,7.29,9.66,-8.47,2.78,-0.65,64.00,70.00,61.00,19.00,3.00
10.70,6.47,11.75,-4.23,4.28,-0.75,65.00,75.00,62.00,19.00,3.00
7.69,6.54,13.42,-5.02,5.73,-1.41,61.00,72.00,63.00,17.00,3.00
6.71,6.22,14.95,-4.59,5.10,-2.56,63.00,71.00,62.00,19.00,3.00
4.90,5.40,14.64,-4.29,3.76,-3.34,61.00,67.00,60.00,18.00,3.00
3.64,4.64,14.50,-5.16,2.21,-3.17,61.00,70.00,62.00,17.00,3.00
1.88,4.03,14.94,-6.15,0.55,-2.94,60.00,69.00,61.00,20.00,3.00
1.26,3.62,15.55,-2.80,2.01,-2.00,60.00,69.00,60.00,16.00,3.00
1.98,3.08,16.01,-0.42,0.53,-1.00,59.00,65.00,59.00,17.00,3.00
2.45,4.13,16.24,2.79,0.28,-0.13,56.00,68.00,58.00,17.00,3.00
2.95,4.74,16.00,1.28,-1.87,1.88,50.00,60.00,51.00,19.00,3.00
---------END--------
6.00,28.00,19.00,3.00
10.11,10.94,10.92,-6.65,3.29,-6.05,37.00,46.00,37.00,17.00,3.00
9.58,10.43,1.53,-2.60,0.40,-2.40,31.00,36.00,28.00,19.00,3.00
10.11,10.94,10.92,-6.65,3.29,-6.05,37.00,46.00,37.00,17.00,3.00
9.58,10.43,12.10,-8.26,1.90,-5.36,43.00,58.00,54.00,18.00,3.00
8.07,9.48,12.88,-7.23,0.62,-2.20,44.00,67.00,62.00,19.00,3.00
8.79,7.51,11.86,-5.39,2.94,-2.10,47.00,70.00,64.00,16.00,3.00
5.71,6.91,12.77,-4.11,3.59,-1.45,41.00,68.00,63.00,18.00,3.00
5.18,6.05,13.76,-3.60,1.17,-0.38,44.00,65.00,62.00,19.00,3.00
4.38,7.06,15.24,-2.69,2.16,-0.54,45.00,68.00,62.00,18.00,3.00
3.79,6.71,15.21,-2.74,1.27,-0.52,45.00,68.00,60.00,18.00,3.00
3.33,6.40,14.89,-1.92,1.49,-1.48,45.00,68.00,60.00,17.00,3.00
3.97,6.01,14.68,-1.23,1.52,-1.24,47.00,70.00,62.00,15.00,3.00
4.23,5.60,15.09,-1.55,1.79,-1.89,44.00,68.00,60.00,17.00,3.00
5.38,5.51,14.77,-1.86,2.87,-2.55,46.00,66.00,59.00,16.00,3.00
4.40,5.52,14.59,-2.65,3.63,-3.93,45.00,69.00,59.00,16.00,3.00
1.19,5.66,15.74,-0.84,3.97,-3.42,45.00,68.00,62.00,18.00,3.00
-1.10,5.55,16.92,-1.09,2.56,-2.57,46.00,67.00,59.00,17.00,3.00
-1.30,4.74,16.46,0.53,1.67,-1.00,43.00,68.00,59.00,17.00,3.00
-1.56,4.94,16.26,1.88,-0.26,0.26,46.00,65.00,59.00,17.00,3.00
-1.74,5.54,15.88,1.54,-2.53,1.45,40.00,59.00,53.00,17.00,3.00
0.22,4.51,15.42,3.41,-4.40,2.47,36.00,54.00,41.00,19.00,3.00
---------END--------
.43,-0.07,0.34,-0.08,29.00,33.00,23.00,16.00,3.00
11.36,7.34,10.74,-0.08,0.36,-0.20,29.00,31.00,23.00,17.00,3.00
11.60,6.83,10.43,-0.07,0.34,-0.08,29.00,33.00,23.00,16.00,3.00
11.90,6.92,10.24,-0.57,0.54,-0.88,31.00,33.00,23.00,18.00,3.00
