8.76,11.10,-0.09,0.58,-0.29,65.00,65.00,50.00,13.00,2.00
9.16,10.37,11.85,-1.02,0.14,-0.05,64.00,65.00,50.00,12.00,2.00
11.21,10.75,13.12,-1.75,-0.50,2.03,66.00,61.00,50.00,12.00,2.00
13.90,11.77,14.94,-5.07,-2.83,7.33,61.00,65.00,51.00,13.00,2.00
12.66,11.28,11.35,-6.18,-7.82,13.41,61.00,64.00,50.00,13.00,2.00
12.24,7.21,8.75,-6.73,-7.53,15.73,61.00,64.00,51.00,12.00,2.00
11.87,2.42,6.40,-1.34,-4.12,13.21,59.00,62.00,50.00,14.00,2.00
9.84,-0.66,6.18,-1.43,-2.43,8.61,59.00,64.00,50.00,13.00,2.00
8.04,-0.71,7.10,-1.24,4.22,0.16,59.00,63.00,49.00,12.00,2.00
4.89,0.70,8.67,-4.49,11.22,-5.87,59.00,64.00,50.00,12.00,2.00
3.13,2.22,10.93,-4.63,15.93,-9.14,58.00,63.00,56.00,14.00,2.00
4.65,1.33,14.55,-6.84,24.12,-7.63,57.00,64.00,50.00,12.00,2.00
5.46,-1.47,22.72,-9.73,24.47,-3.32,55.00,65.00,50.00,13.00,2.00
3.98,-14.84,32.62,-18.23,13.68,-5.54,60.00,63.00,49.00,12.00,2.00
3.05,-16.24,29.66,-22.06,1.35,-26.27,58.00,64.00,49.00,12.00,2.00
-3.40,-7.67,22.94,-18.36,-19.10,-32.77,53.00,67.00,47.00,12.00,2.00
-2.23,11.37,6.69,1.95,-26.22,-32.77,55.00,63.00,50.00,13.00,2.00
4.12,17.24,6.50,6.26,-12.52,-17.52,54.00,62.00,49.00,15.00,2.00
9.49,11.36,3.45,3.30,-2.56,1.54,52.00,62.00,49.00,12.00,2.00
---------END--------
48,-0.36,45.00,51.00,39.00,12.00,2.00
14.09,3.17,9.21,-0.09,0.38,-0.20,44.00,52.00,40.00,12.00,2.00
14.23,2.90,9.29,-0.00,0.30,-0.21,43.00,51.00,39.00,12.00,2.00
14.34,3.04,9.19,-0.33,0.30,-0.10,44.00,49.00,38.00,11.00,2.00
15.12,3.03,8.60,-0.06,0.41,0.25,44.00,51.00,39.00,13.00,2.00
15.03,3.76,8.76,-0.57,0.76,1.75,45.00,55.00,42.00,12.00,2.00
13.80,2.26,8.78,-0.50,1.00,2.32,45.00,51.00,39.00,12.00,2.00
12.42,0.36,8.40,-3.12,2.34,0.26,46.00,51.00,40.00,13.00,2.00
9.63,-0.56,8.67,-6.75,6.49,-4.07,44.00,51.00,40.00,13.00,2.00
6.86,1.34,9.42,-5.64,11.82,-9.33,46.00,53.00,40.00,15.00,2.00
4.38,2.40,9.50,-4.83,17.31,-10.57,42.00,52.00,41.00,13.00,2.00
4.21,1.80,12.75,-4.27,22.06,-11.48,42.00,51.00,40.00,13.00,2.00
5.52,2.91,23.44,-5.58,20.82,-11.22,43.00,52.00,42.00,15.00,2.00
7.56,-1.44,32.77,-7.71,4.97,-8.51,44.00,52.00,40.00,13.00,2.00
7.45,-4.42,32.47,-16.09,-12.09,-14.48,44.00,53.00,39.00,12.00,2.00
4.14,-3.80,21.39,-16.42,-22.51,-21.76,42.00,52.00,39.00,12.00,2.00
4.38,-0.14,11.33,-12.17,-25.97,-25.35,43.00,52.00,40.00,13.00,2.00
3.14,10.31,4.83,-1.16,-21.23,-26.47,42.00,50.00,37.00,12.00,2.00
4.58,17.38,3.74,0.31,-10.86,-13.56,43.00,52.00,39.00,12.00,2.00
9.33,10.86,3.31,2.14,4.56,4.31,43.00,49.00,39.00,13.00,2.00
---------END--------
0
8.90,5.78,13.32,-0.08,0.40,-0.55,41.00,50.00,37.00,12.00,2.00
9.01,5.79,13.34,-0.15,0.86,-0.28,40.00,48.00,3435.00,14.00,2.00
8.90,5.78,13.32,-0.08,0.40,-0.55,41.00,50.00,37.00,12.00,2.00
9.01,5.79,13.34,-0.15,0.86,-0.28,40.00,48.00,34.00,11.00,2.00
8.92,6.34,13.26,0.00,1.54,0.80,39.00,48.00,37.00,11.00,2.00
8.31,6.00,13.82,-0.38,1.80,2.08,38.00,51.00,38.00,13.00,2.00
8.52,4.76,13.50,0.39,1.64,1.61,40.00,49.00,38.00,11.00,2.00
6.74,4.38,12.92,-1.25,5.54,-0.17,41.00,49.00,38.00,14.00,2.00
4.44,3.32,12.76,-1.86,14.60,-3.34,40.00,49.00,37.00,13.00,2.00
1.47,0.06,16.01,-3.14,26.73,-5.09,38.00,50.00,36.00,15.00,2.00
-6.73,-6.97,27.46,-6.54,28.71,-23.13,39.00,50.00,37.00,12.00,2.00
-10.62,2.42,29.13,-11.03,-6.68,-32.77,39.00,49.00,36.00,13.00,2.00
-11.78,7.12,21.33,-7.75,-32.77,-31.68,39.00,49.00,37.00,12.00,2.00
-4.54,8.08,4.33,4.62,-32.77,-22.37,38.00,49.00,37.00,13.00,2.00
8.22,10.84,-3.88,11.71,-32.77,-15.43,37.00,46.00,37.00,12.00,2.00
15.38,9.94,-7.03,11.43,-17.56,-4.81,38.00,46.00,37.00,12.00,2.00
16.80,6.81,-1.82,1.50,13.50,3.64,39.00,46.00,36.00,12.00,2.00
14.89,4.89,6.50,-4.07,16.69,5.24,38.00,44.00,34.00,12.00,2.00
14.64,2.18,7.75,-0.45,11.97,3.62,40.00,47.00,35.00,13.00,2.00
---------END--------
4.50,10.00,0.50,-1.10,2.76,36.00,0,45.00,34.00,14.00,2.00
13.66,4.24,10.28,0.87,-1.09,2.26,38.00,44.00,31.00,12.00,2.00
13.93,3.50,10.00,0.50,-1.10,2.76,36.00,4,45.00,34.00,14.00,2.00
13.66,4.24,10.28,0.87,-1.09,2.26,38.00,44.00,31.00,12.00,2.00
13.93,3.50,10.00,0.50,-1.10,2.76,36.00,47.00,33.00,14.00,2.00
13.82,2.33,9.47,0.51,-1.03,2.71,37.00,45.00,31.00,12.00,2.00
13.00,2.01,8.66,-0.74,-0.37,1.42,39.00,44.00,30.00,13.00,2.00
11.78,2.39,9.37,-4.80,4.19,-1.29,37.00,44.00,32.00,12.00,2.00
9.39,1.29,10.57,-5.73,6.03,-1.56,36.00,44.00,32.00,12.00,2.00
8.16,1.06,11.12,-2.98,9.84,-3.36,36.00,45.00,33.00,13.00,2.00
7.14,0.87,11.27,-4.26,16.39,-6.80,37.00,44.00,32.00,13.00,2.00
7.27,-1.90,16.25,-6.05,23.68,-5.44,37.00,46.00,31.00,12.00,2.00
5.36,-6.54,27.58,-12.58,18.02,-11.97,36.00,45.00,33.00,13.00,2.00
2.34,-5.84,32.77,-15.93,-2.92,-29.03,38.00,46.00,33.00,14.00,2.00
-1.09,4.92,22.38,-10.46,-32.77,-32.77,38.00,44.00,32.00,12.00,2.00
3.09,15.24,3.37,5.45,-32.77,-24.38,39.00,42.00,30.00,11.00,2.00
10.06,10.82,-8.54,3.80,-32.77,-9.44,37.00,43.00,34.00,13.00,2.00
13.52,8.99,-8.47,7.68,-1.90,1.46,37.00,43.00,32.00,12.00,2.00
14.56,6.46,-0.01,0.07,17.61,6.09,40.00,41.00,34.00,12.00,2.00
14.24,1.97,4.60,-5.25,14.45,4.75,35.00,43.00,32.00,11.00,2.00
14.58,1.72,7.22,4.62,9.29,-0.48,38.00,46.00,34.00,11.00,2.00
---------END--------
.00
12.85,3.25,11.27,-0.122,0.40,-0.12,36.00,41.00,28.00,12.00,2.00
12.72,3.39,11.37,0.05,-0.21,0.05,32.00,42.00,25.00,13.00,2.00
12.85,3.25,11.27,-0.12,-0.34,0.18,38.00,41.00,29.00,13.00,2.00
13.24,3.38,11.35,-0.16,-0.44,0.82,36.00,41.00,29.00,13.00,2.00
13.56,3.18,11.40,0.31,-1.82,1.64,35.00,41.00,30.00,13.00,2.00
14.42,2.96,10.68,-0.34,-1.92,2.27,35.00,43.00,29.00,12.00,2.00
13.54,2.32,9.84,-0.32,-1.91,2.33,36.00,40.00,28.00,12.00,2.00
12.70,1.95,9.40,-2.12,-2.10,1.58,36.00,41.00,28.00,12.00,2.00
11.98,0.89,9.57,-2.42,1.09,0.40,36.00,40.00,29.00,13.00,2.00
10.34,0.26,9.85,-3.04,3.41,-2.22,36.00,40.00,29.00,11.00,2.00
9.31,0.93,9.65,-0.83,7.37,-5.16,36.00,41.00,29.00,12.00,2.00
5.68,1.87,9.84,-3.50,14.86,-7.97,35.00,42.00,30.00,12.00,2.00
4.03,1.68,12.86,-0.48,19.72,-8.45,35.00,43.00,32.00,13.00,2.00
3.00,0.40,20.07,-4.84,20.59,-7.32,35.00,43.00,34.00,13.00,2.00
5.48,-2.81,27.24,-12.19,22.49,-6.76,37.00,44.00,33.00,12.00,2.00
3.20,-10.17,32.77,-13.18,4.35,-14.30,36.00,45.00,31.00,12.00,2.00
-1.09,-2.71,28.95,-22.72,-21.56,-32.77,36.00,43.00,31.00,12.00,2.00
-3.69,8.92,12.53,-5.57,-32.77,-32.77,33.00,45.00,32.00,14.00,2.00
4.52,13.34,4.14,3.62,-29.92,-27.85,36.00,44.00,31.00,12.00,2.00
9.30,14.04,-2.40,7.41,-13.32,-6.88,36.00,43.00,31.00,13.00,2.00
14.41,8.18,1.44,4.03,3.99,5.34,35.00,42.00,34.00,13.00,2.00
14.63,2.67,7.47,-3.04,11.41,7.60,37.00,42.00,30.00,12.00,2.00
13.38,-0.10,9.62,3.28,7.57,1.25,37.00,43.00,29.00,12.00,2.00
13.53,3.68,9.22,7.94,5.39,-2.06,36.00,42.00,30.00,12.00,2.00
13.68,4.07,9.16,3.11,6.11,-0.59,38.00,43.00,30.00,13.00,2.00
---------END--------

12.13,8.59,10.87,-0.15,-0.05,2.08,37.00,40.00,29.000,13.00,2.00
11.20,8.45,10.74,-0.40,0.46,1.36,35.00,41.00,28.00,12.00,2.00
12.13,8.59,10.87,-0.15,-0.05,2.08,37.00,40.00,29.00,12.00,2.00
11.91,8.39,11.31,-1.59,-0.38,3.57,37.00,42.00,29.00,12.00,2.00
13.15,7.96,11.49,-1.22,-1.21,5.32,36.00,41.00,28.00,13.00,2.00
14.00,6.51,10.96,-3.99,-3.10,6.37,35.00,42.00,29.00,13.00,2.00
